"Genename"	0	"1h"	"6h"	"12h"	"24h"	"36h"	"48h"	"72h"
ENSMUSG00000034532:FBXO16	0.00	0.44	-0.10	0.43	0.80	0.69	2.51	3.41
ENSMUSG00000034573:PTPN13	0.00	0.07	0.59	1.45	2.22	3.29	3.40	3.59
ENSMUSG00000034584:EXPH5	0.00	-0.41	-3.38	-3.67	-3.56	-3.16	-2.87	-1.81
ENSMUSG00000034587:8430429K09RIK	0.00	-0.10	0.47	0.24	0.24	0.92	0.81	1.03
ENSMUSG00000034593:MYO5A	0.00	0.15	0.33	0.46	0.56	1.31	1.67	2.26
ENSMUSG00000034607:POF1B	0.00	0.04	0.55	-0.22	0.03	-0.98	-1.37	-1.21
ENSMUSG00000034612:CHST11	0.00	-0.25	-2.00	-2.07	-2.08	-0.98	0.11	1.26
ENSMUSG00000034613:PPM1H	0.00	-0.31	-1.57	-1.81	-0.88	-0.08	0.59	0.83
ENSMUSG00000034616:SSH3	0.00	-0.35	-1.39	-1.08	-1.15	-0.39	0.50	1.11
ENSMUSG00000034645:ZYG11A	0.00	-0.08	-0.11	-0.49	-1.15	-1.83	-3.08	-5.12
ENSMUSG00000034647:ANKRD12	0.00	-0.15	-1.90	-2.07	-2.12	-2.53	-2.29	-1.18
ENSMUSG00000034648:LRRN1	0.00	-0.06	-0.84	0.17	1.59	1.66	1.78	2.92
ENSMUSG00000034656:CACNA1A	0.00	-0.48	-0.45	-0.46	-0.57	-1.29	-1.45	-1.64
ENSMUSG00000034659:TMEM109	0.00	-0.37	0.11	0.42	0.48	1.23	1.43	0.50
ENSMUSG00000034674:TDG	0.00	-0.04	-0.09	0.11	0.65	1.17	0.95	0.82
ENSMUSG00000034675:DBN1	0.00	-0.27	-0.27	0.43	1.11	2.46	3.17	3.75
ENSMUSG00000034686:PRR7	0.00	0.31	0.47	0.76	0.67	1.51	2.10	1.91
ENSMUSG00000034687:FRAS1	0.00	-0.17	-0.70	-1.45	-0.55	0.47	1.61	3.56
ENSMUSG00000034690:NLRP4C	0.00	0.52	0.54	1.09	1.92	2.51	1.24	-0.24
ENSMUSG00000034701:NEUROD1	0.00	-0.29	0.46	1.53	2.19	2.60	2.69	2.72
ENSMUSG00000034707:GNS	0.00	-0.35	-0.90	-1.18	-1.16	-0.68	-0.49	-0.04
ENSMUSG00000034708:GRN	0.00	-0.41	-1.28	-1.65	-2.06	-2.73	-2.38	-2.04
ENSMUSG00000034709:PPP1R21	0.00	-0.25	-0.13	-0.19	-0.58	-0.67	-0.64	-1.02
ENSMUSG00000034714:TTYH2	0.00	-0.69	-2.28	-2.26	-2.75	-3.02	-2.88	-4.29
ENSMUSG00000034738:NOSTRIN	0.00	0.72	1.89	1.99	0.52	-0.33	-0.33	-0.31
ENSMUSG00000034744:NAGK	0.00	-0.20	-0.57	-0.67	-1.14	-2.00	-1.89	-1.15
ENSMUSG00000034755:PCDH11X	0.00	0.21	0.22	0.11	0.17	0.21	0.79	2.28
ENSMUSG00000034758:TLE6	0.00	0.94	-0.31	0.06	-0.02	-0.90	-1.24	-2.16
ENSMUSG00000034764:1700006J14RIK	0.00	-0.30	-1.15	-0.71	-0.97	-1.18	-1.63	-0.93
ENSMUSG00000034768:ASB16	0.00	-0.12	-0.76	-0.53	-0.74	-1.38	-0.65	-2.04
ENSMUSG00000034777:VAX2	0.00	-1.04	-0.45	-0.10	-1.70	-4.97	-5.10	-5.37
ENSMUSG00000034780:B3GALT1	0.00	-0.05	-0.24	-0.06	0.54	0.95	2.13	2.63
ENSMUSG00000034796:CPNE7	0.00	0.02	-0.25	0.02	0.99	2.09	3.41	3.81
ENSMUSG00000034801:SOS2	0.00	0.18	0.03	-0.45	-0.57	-1.30	-0.50	0.25
ENSMUSG00000034807:COLGALT1	0.00	-0.30	-0.16	-0.22	-0.87	-1.21	-1.45	-1.49
ENSMUSG00000034810:SCN7A	0.00	-0.07	-0.11	-0.09	-0.10	1.37	2.08	1.68
ENSMUSG00000034813:GRIP1	0.00	-0.18	-1.69	-0.90	-1.01	-0.94	0.52	1.97
ENSMUSG00000034825:NRIP3	0.00	-0.18	-0.75	-1.83	-1.12	-0.62	-0.19	0.21
ENSMUSG00000034832:TET3	0.00	-0.55	-0.60	-0.64	-0.00	0.99	1.08	1.33
ENSMUSG00000034845:PLVAP	0.00	-0.19	0.78	0.64	0.38	1.12	2.10	2.20
ENSMUSG00000034848:TTC21B	0.00	-0.26	-0.60	0.00	0.93	1.95	2.48	3.06
ENSMUSG00000034850:TMEM127	0.00	-0.10	-0.31	-0.64	-1.07	-1.08	-0.84	-0.58
ENSMUSG00000034853:ACOT11	0.00	0.23	-1.04	-1.20	-0.38	-0.07	0.99	1.01
ENSMUSG00000034854:MFSD12	0.00	-1.13	-0.99	-0.94	-1.50	-2.08	-2.61	-2.43
ENSMUSG00000034855:CXCL10	0.00	0.44	0.01	0.29	0.89	1.67	2.03	1.83
ENSMUSG00000034858:FAM214A	0.00	0.12	0.09	0.19	-0.70	-1.75	-1.76	-0.28
ENSMUSG00000034863:ANO8	0.00	0.03	0.78	0.55	0.89	1.20	1.60	2.00
ENSMUSG00000034875:NUDT19	0.00	-0.23	0.10	0.13	0.56	1.24	1.23	0.66
ENSMUSG00000034880:MRPL34	0.00	-0.11	0.20	0.35	0.76	1.21	1.19	0.62
ENSMUSG00000034881:TBXA2R	0.00	0.32	0.53	0.96	0.85	1.07	1.22	1.05
ENSMUSG00000034883:LRR1	0.00	-0.31	-0.41	-0.46	-0.40	-0.81	-1.04	-1.75
ENSMUSG00000034902:PIP5K1C	0.00	-0.53	-0.19	-0.41	-0.85	-0.76	-1.29	-1.50
ENSMUSG00000034910:PYGO1	0.00	0.33	-0.29	-0.91	-2.02	-2.78	-1.81	-1.86
ENSMUSG00000034911:USHBP1	0.00	-0.61	-0.28	0.34	0.89	0.60	-1.05	-3.27
ENSMUSG00000034917:TJP3	0.00	-1.61	-3.00	-2.38	-1.76	-1.60	0.45	1.44
ENSMUSG00000034919:TTC22	0.00	0.07	0.11	0.21	1.03	1.49	1.59	0.44
ENSMUSG00000034930:RTKN	0.00	-0.33	-0.68	0.09	-0.26	-1.21	-1.89	-2.44
ENSMUSG00000034931:DHX8	0.00	0.20	0.59	0.56	0.66	1.11	0.52	0.13
ENSMUSG00000034936:ARL4D	0.00	-0.60	-0.96	-0.27	0.92	1.02	0.96	-0.29
ENSMUSG00000034958:ATCAY	0.00	0.05	1.47	2.84	4.22	4.66	4.69	3.85
ENSMUSG00000034981:PARM1	0.00	1.18	0.73	-0.56	-2.15	-2.57	-1.96	-1.24
ENSMUSG00000034993:VAT1	0.00	-0.59	-0.90	-1.49	-1.39	-1.62	-1.52	-1.02
ENSMUSG00000034998:FOXN2	0.00	0.27	-0.59	-0.56	-0.69	-0.95	-1.24	-1.93
ENSMUSG00000035000:DPP4	0.00	0.96	0.13	0.40	0.25	-0.92	-2.18	-3.98
ENSMUSG00000035011:ZBTB7A	0.00	-0.94	-1.28	-1.43	-1.80	-1.47	-1.69	-1.67
ENSMUSG00000035021:BAZ1A	0.00	0.93	1.77	0.57	0.17	-0.21	-0.22	-0.12
ENSMUSG00000035045:ZC3H12B	0.00	0.23	-0.08	0.17	0.60	0.96	0.68	1.61
ENSMUSG00000035064:EEF2K	0.00	-1.19	-1.80	-2.04	-2.18	-2.31	-1.15	-1.24
ENSMUSG00000035067:XKR6	0.00	-0.51	0.24	0.77	0.94	1.64	0.66	0.37
ENSMUSG00000035095:FAM167A	0.00	-0.74	0.68	0.65	1.77	1.05	-0.08	-0.81
ENSMUSG00000035104:EVA1A	0.00	0.67	0.21	0.06	-0.07	-0.88	-0.91	-1.75
ENSMUSG00000035109:SHC4	0.00	-0.10	-0.69	-0.94	-0.53	0.85	1.87	2.26
ENSMUSG00000035126:WDR78	0.00	-0.21	-0.06	0.23	0.29	0.78	0.95	1.07
ENSMUSG00000035131:BRINP3	0.00	0.81	-1.17	-1.55	-1.89	-2.17	-2.83	-2.67
ENSMUSG00000035158:MITF	0.00	-0.51	-1.64	-1.87	-3.42	-5.49	-5.14	-5.16
ENSMUSG00000035168:TANC1	0.00	-0.05	0.06	0.13	0.04	-0.41	-0.98	-1.27
ENSMUSG00000035172:PLEKHH3	0.00	-1.42	-2.76	-2.97	-2.56	-1.28	0.20	0.02
ENSMUSG00000035183:SLC24A5	0.00	0.03	-0.62	-2.87	-2.82	-1.73	-2.91	-3.65
ENSMUSG00000035208:SLFN8	0.00	-0.45	-0.67	-0.14	-0.24	-0.37	-2.00	-4.10
ENSMUSG00000035211:XRRA1	0.00	0.16	0.24	0.12	0.29	0.42	0.63	1.02
ENSMUSG00000035212:LEPROT	0.00	0.00	-0.37	-0.44	-0.55	-1.09	-0.87	-0.65
ENSMUSG00000035226:RIMS4	0.00	0.77	0.42	0.16	3.24	5.38	5.82	4.67
ENSMUSG00000035235:TRIM13	0.00	0.18	-0.24	-0.27	-0.01	-0.73	-0.89	-1.43
ENSMUSG00000035237:LCAT	0.00	0.73	0.76	1.13	0.82	1.35	1.09	0.66
ENSMUSG00000035245:EOGT	0.00	0.09	0.47	-0.60	-1.63	-2.45	-1.35	-0.23
ENSMUSG00000035246:PCYT1B	0.00	-0.44	-0.25	0.71	0.70	0.20	-0.88	-1.32
ENSMUSG00000035274:TPBG	0.00	0.77	1.55	0.04	-0.77	-1.05	-0.92	-0.07
ENSMUSG00000035275:RAVER2	0.00	0.09	-0.34	0.39	1.10	1.36	2.09	2.56
ENSMUSG00000035283:ADRB1	0.00	0.42	1.36	1.07	0.18	-0.08	0.09	-0.03
ENSMUSG00000035293:G2E3	0.00	-0.01	0.41	0.47	1.50	1.81	1.53	1.40
ENSMUSG00000035305:ROR1	0.00	-0.45	-0.29	1.64	1.07	2.65	2.56	2.92
ENSMUSG00000035356:NFKBIZ	0.00	0.66	-0.88	-1.42	-1.59	-0.66	-0.13	0.08
ENSMUSG00000035357:PDZRN3	0.00	0.21	-1.26	-2.26	-2.75	-0.82	-0.72	-0.19
ENSMUSG00000035395:PET2	0.00	1.18	1.96	0.98	0.54	-0.75	-1.58	-2.08
ENSMUSG00000035407:KANK4	0.00	-0.05	0.05	0.99	-0.32	-2.19	-3.03	-3.80
ENSMUSG00000035413:TMEM98	0.00	-0.52	-1.07	-0.96	-0.24	1.87	2.24	2.78
ENSMUSG00000035427:MAGEB4	0.00	0.99	2.05	1.61	1.46	1.21	0.27	-0.21
ENSMUSG00000035441:MYO1D	0.00	0.28	-0.07	-0.00	0.40	1.12	1.53	1.85
ENSMUSG00000035456:PRDM8	0.00	-0.20	-0.05	0.04	0.30	0.34	1.34	1.92
ENSMUSG00000035458:TNNI3	0.00	-0.33	-1.16	-0.37	-0.21	-0.35	-1.20	-1.76
ENSMUSG00000035459:STAB2	0.00	-0.16	-1.19	-1.20	-1.56	-1.97	-2.00	-2.56
ENSMUSG00000035473:GALM	0.00	-0.20	-0.54	-0.61	-0.49	-1.28	-1.12	-0.47
ENSMUSG00000035478:MBD3	0.00	-0.11	-0.02	0.50	0.73	1.17	0.93	0.26
ENSMUSG00000035486:PLK5	0.00	0.63	-0.04	0.82	2.16	2.21	2.56	2.89
ENSMUSG00000035491:FTHL17A	0.00	0.19	0.30	-0.18	-0.14	0.29	1.48	1.26
ENSMUSG00000035493:TGFBI	0.00	-1.15	-2.40	-2.08	-1.14	-2.24	-4.07	-3.64
ENSMUSG00000035509:FBXL21	0.00	-0.26	-0.55	-0.64	-0.68	-1.07	-0.77	-0.23
ENSMUSG00000035521:GNPTG	0.00	-0.33	-0.58	-0.76	-1.03	-1.24	-1.16	-0.61
ENSMUSG00000035551:IGFBPL1	0.00	0.06	-0.01	0.78	1.60	1.66	2.03	2.03
ENSMUSG00000035560:WDR20RT	0.00	0.19	0.91	0.45	0.40	-0.49	-2.02	-3.37
ENSMUSG00000035566:PCDH17	0.00	1.95	2.90	2.17	1.40	0.95	0.96	1.15
ENSMUSG00000035578:IQCG	0.00	-0.20	-0.11	0.29	1.10	1.34	1.02	-0.13
ENSMUSG00000035580:KCNH8	0.00	-0.74	1.30	0.79	1.45	2.36	1.56	1.65
ENSMUSG00000035640:CBARP	0.00	-0.62	-0.76	-0.04	-0.05	0.62	0.78	1.26
ENSMUSG00000035642:AAMDC	0.00	0.05	-0.49	-0.37	-0.76	-1.23	-1.30	-0.59
ENSMUSG00000035671:ZSWIM4	0.00	0.23	0.76	0.45	0.51	1.03	1.04	1.41
ENSMUSG00000035673:SBNO2	0.00	-0.63	-0.97	-1.01	-1.16	-1.24	-1.18	-1.13
ENSMUSG00000035678:TNFSF9	0.00	-0.29	-0.27	-0.02	0.49	1.04	0.79	0.64
ENSMUSG00000035681:KCNC2	0.00	-0.07	1.00	1.29	1.19	0.74	0.21	1.06
ENSMUSG00000035686:THRSP	0.00	-0.34	-1.71	-1.68	-2.21	-2.63	-2.45	-2.43
ENSMUSG00000035692:ISG15	0.00	0.13	0.28	0.31	0.38	0.54	1.16	0.85
ENSMUSG00000035699:SLC51A	0.00	0.41	-2.07	-2.11	-2.47	-2.67	-3.15	-3.86
ENSMUSG00000035722:ABCA7	0.00	-0.97	-1.67	-1.74	-2.14	-2.63	-2.62	-0.86
ENSMUSG00000035735:DAGLA	0.00	0.10	0.14	0.79	0.43	0.80	1.01	1.22
ENSMUSG00000035757:SELO	0.00	-0.66	-0.42	-0.84	-0.93	-1.59	-0.45	0.44
ENSMUSG00000035769:XYLB	0.00	-0.19	-0.62	-0.75	-1.16	-1.00	-0.89	-1.18
ENSMUSG00000035776:CD99L2	0.00	-0.14	-0.87	-0.60	-0.85	-1.83	-1.36	-0.61
ENSMUSG00000035778:GGTA1	0.00	-0.62	0.09	0.13	-0.25	-1.28	-1.08	-0.84
ENSMUSG00000035783:ACTA2	0.00	0.51	0.11	0.11	2.05	3.31	3.11	7.42
ENSMUSG00000035828:PIM3	0.00	-0.27	-0.75	-0.73	-0.55	-1.28	-1.52	-0.33
ENSMUSG00000035829:PPP1R26	0.00	-0.20	0.12	0.07	-0.91	-1.56	-0.57	0.48
ENSMUSG00000035835:LPPR3	0.00	0.18	-0.11	0.33	0.94	0.88	1.43	1.53
ENSMUSG00000035852:MISP	0.00	-0.90	-1.64	-2.08	-1.76	-1.43	-0.79	-0.42
ENSMUSG00000035863:PALM	0.00	-1.12	-3.04	-1.88	-1.41	-1.29	-0.07	0.13
ENSMUSG00000035864:SYT1	0.00	0.11	-0.37	0.31	0.35	1.01	1.41	2.59
ENSMUSG00000035873:PAWR	0.00	0.14	-0.10	-0.21	0.03	-0.25	0.53	1.15
ENSMUSG00000035878:HYKK	0.00	-0.32	0.05	-0.03	-0.37	-1.24	-1.18	-1.07
ENSMUSG00000035900:GRAMD4	0.00	-0.81	-0.10	-1.54	-1.33	-1.35	-0.31	0.60
ENSMUSG00000035910:DCDC2A	0.00	0.02	0.56	1.11	0.69	-1.13	-1.70	-1.39
ENSMUSG00000035914:CD276	0.00	-0.12	0.58	0.24	0.96	1.95	2.00	1.84
ENSMUSG00000035929:H2-Q4	0.00	-0.52	-0.65	-0.00	0.36	0.45	1.49	1.59
ENSMUSG00000035936:ALDH5A1	0.00	-0.02	-0.36	-0.71	-0.99	-1.82	-0.41	0.46
ENSMUSG00000035948:ACSS3	0.00	-0.02	-0.06	0.20	0.23	0.11	0.68	1.61
ENSMUSG00000035964:TMEM59L	0.00	0.25	0.11	0.24	1.85	4.44	4.89	5.99
ENSMUSG00000035967:DDX26B	0.00	0.20	-0.95	-0.99	-1.06	-0.93	-0.53	-0.13
ENSMUSG00000035969:RUSC2	0.00	-0.65	-0.15	-0.16	-0.98	-3.50	-4.67	-4.79
ENSMUSG00000035984:NME5	0.00	0.45	0.27	0.58	0.42	0.97	1.50	1.02
ENSMUSG00000035992:FNIP1	0.00	0.12	-1.11	-1.55	-1.48	-1.76	-1.53	-0.85
ENSMUSG00000036002:FAM214B	0.00	-0.63	-0.46	-0.30	-0.47	-1.50	-1.90	-2.41
ENSMUSG00000036030:PRTG	0.00	-0.22	-0.60	-0.82	-1.20	0.11	0.79	1.45
ENSMUSG00000036036:ZFP57	0.00	0.75	1.08	1.08	0.31	-1.17	-2.32	-2.77
ENSMUSG00000036046:5031439G07RIK	0.00	-0.35	-1.01	-1.02	-0.58	-0.82	-0.39	0.05
ENSMUSG00000036052:DNAJB5	0.00	-0.06	0.66	1.03	1.13	1.25	0.92	0.84
ENSMUSG00000036053:FMNL2	0.00	0.18	-0.61	-0.71	-0.33	-0.02	0.60	1.20
ENSMUSG00000036061:SMUG1	0.00	-0.47	-0.20	-0.61	-0.74	-1.01	-0.68	-0.91
ENSMUSG00000036067:SLC2A6	0.00	0.26	-0.15	-0.09	-0.04	0.19	0.73	1.76
ENSMUSG00000036078:SIGMAR1	0.00	-0.10	0.48	0.72	1.05	1.52	1.61	0.99
ENSMUSG00000036091:HYAL3	0.00	-0.53	-0.97	-1.36	-1.94	-1.78	-1.00	-0.65
ENSMUSG00000036095:DGKB	0.00	-0.04	0.03	1.23	1.68	1.57	2.15	2.97
ENSMUSG00000036098:MYRF	0.00	-0.81	2.03	4.13	5.37	6.03	4.75	4.75
ENSMUSG00000036109:MBNL3	0.00	0.50	0.18	0.26	0.80	1.37	1.54	1.54
ENSMUSG00000036111:LMO1	0.00	-0.08	-1.09	-1.12	-1.30	-2.15	-1.70	-1.79
ENSMUSG00000036114:RPP25L	0.00	-0.45	0.54	0.68	0.64	1.20	0.75	-0.12
ENSMUSG00000036136:FAM110C	0.00	-0.30	-0.43	-0.40	-0.07	0.27	1.30	2.05
ENSMUSG00000036138:ACAA1A	0.00	-0.20	-0.14	-0.07	-0.49	-1.20	-1.34	-0.69
ENSMUSG00000036151:TM6SF2	0.00	0.30	-0.09	-0.19	-0.78	-0.73	-0.84	-1.21
ENSMUSG00000036155:MGAT5	0.00	0.22	-0.08	-0.34	-0.61	-1.15	-1.27	-1.26
ENSMUSG00000036168:CCDC38	0.00	-0.05	0.96	1.72	1.71	0.16	-2.07	-2.33
ENSMUSG00000036181:HIST1H1C	0.00	-1.07	-1.11	-0.81	-0.77	-1.09	-0.03	-0.11
ENSMUSG00000036211:HIST1H1T	0.00	-0.48	1.16	1.27	2.27	2.66	3.19	2.65
ENSMUSG00000036218:PDZRN4	0.00	-0.33	-1.92	-2.49	-1.78	-1.24	-1.81	-1.69
ENSMUSG00000036225:KCTD1	0.00	-0.66	-0.18	-0.72	-2.16	-1.93	-1.24	-0.96
ENSMUSG00000036246:GMIP	0.00	0.74	0.08	0.23	0.00	0.24	1.12	0.56
ENSMUSG00000036249:RBM43	0.00	-0.38	0.37	0.93	1.46	1.06	0.91	0.11
ENSMUSG00000036256:IGFBP7	0.00	0.13	-0.56	-2.24	-2.03	-2.26	-2.43	-2.15
ENSMUSG00000036264:FSTL4	0.00	0.34	0.40	0.10	-0.01	-0.08	0.09	1.13
ENSMUSG00000036273:LRRK2	0.00	0.39	1.55	2.15	3.24	3.49	2.78	3.21
ENSMUSG00000036278:MACROD1	0.00	-0.25	-0.71	-1.41	-0.85	-1.31	-1.09	-0.15
ENSMUSG00000036306:LZTS1	0.00	-0.39	-1.38	-1.24	-0.53	1.16	0.91	-0.35
ENSMUSG00000036334:IGSF10	0.00	0.00	-0.47	-0.71	-0.74	-0.30	0.11	1.53
ENSMUSG00000036356:CSGALNACT1	0.00	-0.07	-0.76	-1.01	-0.59	-0.43	-0.72	-0.80
ENSMUSG00000036368:RMDN2	0.00	0.45	1.62	1.51	0.90	0.02	-0.93	-1.47
ENSMUSG00000036377:C530008M17RIK	0.00	-0.31	-1.73	-2.13	-1.95	-0.58	0.51	2.02
ENSMUSG00000036390:GADD45A	0.00	-0.26	1.74	2.07	2.34	1.71	0.95	0.19
ENSMUSG00000036402:GNG12	0.00	-0.14	0.10	-0.69	-0.73	-1.49	-1.76	-0.29
ENSMUSG00000036422:PCDH8	0.00	1.04	2.76	3.50	2.98	3.35	2.63	1.64
ENSMUSG00000036432:SIAH2	0.00	0.48	-0.73	-0.54	-0.15	-1.53	-1.45	-1.98
ENSMUSG00000036446:LUM	0.00	0.44	1.53	0.55	-0.00	-0.02	-0.16	-0.15
ENSMUSG00000036452:ARHGAP26	0.00	0.12	0.71	0.26	-0.26	-1.15	-1.01	-0.40
ENSMUSG00000036466:MEGF11	0.00	1.11	-1.91	-0.61	-0.30	-2.25	-2.92	-3.12
ENSMUSG00000036473:TBC1D24	0.00	-0.58	-1.13	-0.99	-1.87	-2.30	-2.09	-2.03
ENSMUSG00000036478:BTG1	0.00	-0.04	-1.29	-1.51	-1.58	-2.11	-1.62	-1.12
ENSMUSG00000036492:RNF39	0.00	0.79	1.34	1.22	1.91	1.06	1.29	0.84
ENSMUSG00000036499:EEA1	0.00	0.13	0.13	-0.36	-0.52	-1.32	-1.41	-1.32
ENSMUSG00000036503:RNF13	0.00	0.45	-0.28	-0.34	-0.62	-1.34	-0.76	0.01
ENSMUSG00000036523:GREB1	0.00	-0.22	-1.73	-1.68	-1.17	0.17	1.58	2.46
ENSMUSG00000036526:CARD11	0.00	-0.86	-1.34	-0.96	-0.13	-0.63	-1.21	-1.76
ENSMUSG00000036528:PPFIBP2	0.00	-0.44	0.12	0.46	0.36	-1.11	-1.57	-2.06
ENSMUSG00000036534:SLC38A7	0.00	-0.73	-1.46	-1.70	-1.84	-1.73	-1.03	-1.12
ENSMUSG00000036553:SH3TC1	0.00	-0.44	-0.21	-0.23	-0.56	-2.28	-2.42	-3.21
ENSMUSG00000036561:PPP6R2	0.00	-0.60	-1.37	-1.22	-1.46	-1.86	-1.09	0.04
ENSMUSG00000036565:TTYH3	0.00	0.14	-0.06	0.06	0.59	1.37	1.55	2.04
ENSMUSG00000036568:GLTSCR1L	0.00	0.37	0.55	0.74	0.22	-1.35	-1.43	-1.09
ENSMUSG00000036580:SPG20	0.00	-0.38	0.09	-0.34	-0.68	-1.10	-0.72	0.05
ENSMUSG00000036585:FGF1	0.00	1.24	1.45	1.83	1.35	-0.71	-1.27	-1.48
ENSMUSG00000036596:CPZ	0.00	-0.50	-0.98	-0.55	0.28	0.28	1.10	1.96
ENSMUSG00000036606:PLXNB2	0.00	-0.86	-0.60	-0.75	-1.44	-1.20	-1.06	-0.41
ENSMUSG00000036615:RFXAP	0.00	-0.33	-0.63	-0.83	-0.88	-1.00	0.13	0.37
ENSMUSG00000036636:CLCN7	0.00	-0.39	-0.89	-0.76	-1.01	-0.90	-0.93	-0.81
ENSMUSG00000036639:NUDT1	0.00	0.11	0.56	1.02	1.00	1.08	0.78	0.47
ENSMUSG00000036644:TBC1D9B	0.00	-0.47	-0.91	-0.87	-1.37	-2.03	-1.47	-0.40
ENSMUSG00000036661:DENND3	0.00	-0.22	-0.35	0.37	1.46	1.21	1.07	0.24
ENSMUSG00000036667:TCAF1	0.00	-0.23	-0.43	-0.54	-1.22	-1.61	-0.91	1.07
ENSMUSG00000036687:TMEM184A	0.00	-0.33	-0.43	-0.14	0.70	1.64	1.65	2.18
ENSMUSG00000036698:AGO2	0.00	-0.63	-0.79	-1.06	-1.10	-0.80	-1.04	-0.84
ENSMUSG00000036743:PSMA8	0.00	-0.06	-0.62	-0.34	0.26	0.02	-0.51	-1.62
ENSMUSG00000036748:CUEDC2	0.00	-0.31	-0.65	-0.90	-0.99	-1.24	-0.71	-0.13
ENSMUSG00000036764:DNAJC12	0.00	0.32	0.47	0.27	-0.42	-1.44	-1.34	-1.32
ENSMUSG00000036766:DNER	0.00	-1.07	-0.95	-2.06	-2.24	-2.50	-2.38	-2.53
ENSMUSG00000036775:DECR2	0.00	-0.18	-0.56	-0.62	-0.99	-1.81	-1.68	-1.24
ENSMUSG00000036790:SLITRK2	0.00	0.14	0.08	0.18	0.61	2.57	1.75	1.01
ENSMUSG00000036805:NOXA1	0.00	0.02	0.00	0.07	0.31	0.25	0.72	1.24
ENSMUSG00000036817:SUN1	0.00	-0.21	-0.59	-0.45	-0.82	-1.21	-1.48	-1.42
ENSMUSG00000036819:JMJD4	0.00	0.73	1.40	0.68	0.39	0.59	0.56	0.60
ENSMUSG00000036820:AMDHD2	0.00	-0.66	-1.23	-1.51	-1.43	-1.82	-1.41	-1.04
ENSMUSG00000036825:SSX2IP	0.00	0.06	0.50	0.43	1.34	1.24	1.53	1.37
ENSMUSG00000036833:PNPLA7	0.00	-0.68	-0.88	-0.04	0.35	0.44	0.69	1.24
ENSMUSG00000036834:PLCH1	0.00	0.03	-0.48	0.18	0.44	0.92	0.94	1.01
ENSMUSG00000036853:MCOLN3	0.00	0.09	0.03	0.11	0.21	1.41	3.68	6.26
ENSMUSG00000036854:HSPB6	0.00	-1.49	-1.57	-1.34	-1.55	-1.92	0.37	0.75
ENSMUSG00000036856:WNT4	0.00	0.23	0.13	0.09	0.08	0.74	0.81	1.77
ENSMUSG00000036862:DCHS1	0.00	0.47	0.51	0.53	0.80	1.31	1.55	2.05
ENSMUSG00000036863:SYDE2	0.00	0.53	0.41	0.11	0.38	0.79	1.52	1.90
ENSMUSG00000036867:SMAD6	0.00	-0.30	0.58	0.47	-0.68	-1.38	-1.14	-1.49
ENSMUSG00000036872:ABCC12	0.00	-0.07	0.80	0.73	1.19	1.91	0.59	-0.99
ENSMUSG00000036880:ACAA2	0.00	-0.11	-0.06	0.39	-0.12	-1.70	-1.58	-1.56
ENSMUSG00000036882:ARHGAP33	0.00	-0.50	-0.47	0.27	0.48	1.09	1.41	1.69
ENSMUSG00000036885:ARHGEF26	0.00	0.81	1.45	0.97	-0.24	-1.51	-2.67	-2.04
ENSMUSG00000036890:GTDC1	0.00	0.15	-0.10	0.11	0.37	0.55	1.02	1.35
ENSMUSG00000036893:EHMT1	0.00	-0.38	0.17	0.47	0.75	1.17	1.05	1.00
ENSMUSG00000036908:UNC93B1	0.00	-0.16	-1.28	-1.62	-0.81	-0.75	0.74	0.96
ENSMUSG00000036912:PIWIL4	0.00	0.32	1.55	1.03	0.94	2.35	1.82	0.36
ENSMUSG00000036913:TRIM67	0.00	0.11	-0.13	0.77	2.13	3.27	4.64	6.12
ENSMUSG00000036916:ZFP280C	0.00	0.05	0.22	-0.12	0.22	0.75	1.12	0.82
ENSMUSG00000036918:TTC7	0.00	-0.96	-2.28	-1.57	-1.54	-1.09	0.34	1.33
ENSMUSG00000036923:STOX1	0.00	0.57	0.25	0.10	-0.75	-1.17	-1.46	-1.64
ENSMUSG00000036931:NFKBID	0.00	-1.27	-0.18	0.25	0.38	0.89	0.48	-0.05
ENSMUSG00000036941:ELAC1	0.00	-0.16	-0.00	-0.33	-0.83	-1.22	-0.46	0.09
ENSMUSG00000037005:XPNPEP2	0.00	0.05	1.39	1.18	0.31	-1.84	-1.39	-1.73
ENSMUSG00000037010:APLN	0.00	-0.09	0.09	0.36	0.86	0.69	1.05	0.12
ENSMUSG00000037012:HK1	0.00	-0.74	-1.82	-1.78	-2.03	-3.06	-2.57	-2.60
ENSMUSG00000037015:NA	0.00	0.20	-0.08	-0.14	-0.15	-0.66	-0.99	-1.19
ENSMUSG00000037016:FREM2	0.00	-0.79	-1.97	-2.99	-2.81	-1.02	-0.76	0.63
ENSMUSG00000037020:WDR62	0.00	-0.01	-0.93	-0.77	-0.87	-1.17	-1.81	-1.54
ENSMUSG00000037033:CLCA3B	0.00	0.62	0.75	0.80	1.04	1.01	-0.49	-2.63
ENSMUSG00000037035:INHBB	0.00	-0.82	-0.21	0.43	-1.46	-4.20	-3.91	-4.43
ENSMUSG00000037071:SCD1	0.00	-0.57	-0.78	-0.48	-0.52	-0.78	-0.67	-1.41
ENSMUSG00000037098:RAB11FIP3	0.00	-0.82	-0.81	-0.71	-0.92	-1.07	-0.50	-0.08
ENSMUSG00000037101:TTC29	0.00	0.17	1.28	1.42	1.40	0.85	0.09	-0.70
